ISIN,code
"INF917K01FH9","HS126D-DR"
"INF917K01FI7","HS44D-GR"
"INF917K01FJ5","HS43D-DP"
"INF917K01FJ5","HS43D-DR"
"INF917K01FU2","HS415D-DP"
"INF917K01FU2","HS415D-DR"
"INF917K01FW8","HS416D-GR"
"INF917K01FX6","HS16D-DP"
"INF917K01FX6","HS16D-DR"
"INF917K01FZ1","HS17D-GR"
"INF917K01GA2","HS241D-DP"
"INF917K01GA2","HS241D-DR"
"INF917K01GC8","HS242D-DP"
"INF917K01GC8","HS242D-DR"
"INF917K01GE4","HS243D-GR"
"INF917K01GK1","HSFSIDD-DP"
"INF917K01GK1","HSFSIDD-DR"
"INF917K01GM7","HSFSIGD-GR"
"INF917K01GN5","LTFTADD-DP"
"INF917K01GN5","LTFTADD-DR"
"INF917K01GO3","HSFTADD-DP"
"INF917K01GP0","HSFTAGD-GR"
"INF917K01GY2","HSSTIDD-DP"
"INF917K01GY2","HSSTIDD-DR"
"INF917K01HA0","HSSTIGD-GR"
"INF917K01HB8","HSFIVDD-DP"
"INF917K01HB8","HSFIVDD-DR"
"INF917K01HD4","HSFIVGD-GR"
"INF917K01HH5","HSLFSGD-GR"
"INF917K01HI3","HSLFMDD-DP"
"INF917K01HI3","HSLFMDD-DR"
"INF917K01HK9","HSLFWDD-DP"
"INF917K01HK9","HSLFWDD-DR"
"INF917K01HL7","HSLFDDD-DR"
"INF917K01HN3","HS02D-GR"
"INF917K01HO1","HS01D-DP"
"INF917K01HO1","HS01D-DR"
"INF917K01HQ6","HS09D-DP"
"INF917K01HQ6","HS09D-DR"
"INF917K01IL5","HSFCMDD-DP"
"INF917K01IL5","HSFCMDD-DR"
"INF917K01IN1","HSFCMGD-GR"
"INF917K01IO9","HS131D-DP"
"INF917K01IO9","HS131D-DR"
"INF917K01IQ4","HS133D-GR"
"INF917K01IR2","HS132D-DP"
"INF917K01IR2","HS132D-DR"
"INF917K01LD6","HSFCEDD-DP"
"INF917K01LD6","HSFCEDD-DR"
"INF917K01LE4","HSFCEGD-GR"
"INF917K01PZ0","HSLEBDP-DP"
"INF917K01PZ0","HSLEBDP-DR"
"INF917K01QA1","HSLEBDG-GR"
"INF917K01QR5","HSLARDG-GR"
"INF917K01QS3","HSLARDM-DP"
"INF917K01QS3","HSLARDM-DR"
"INF917K01QU9","HSLARDQ-DP"
"INF917K01QU9","HSLARDQ-DR"
"INF917K01RI2","HSLBCDG-GR"
"INF917K01RJ0","HSLBCDD-DP"
"INF917K01RJ0","HSLBCDD-DR"
"INF917K01TK4","HSLRCDG-GR"
"INF917K01TL2","HSLRCDD-DP"
"INF917K01TL2","HSLRCDD-DR"
"INF917K01TX7","HSFCADD-DP"
"INF917K01TX7","HSFCADD-DR"
"INF917K01UH8","HS228D-GR"
"INF917K01UI6","HS227D-DP"
"INF917K01UI6","HS227D-DR"
"INF917K01UK2","HS231D-DP"
"INF917K01UK2","HS231D-DR"
"INF917K01VM6","HSSTDAD-DP"
"INF917K01VM6","HSSTDAD-DR"
"INF917K01VQ7","HS131DA-DP"
"INF917K01VQ7","HS131DA-DR"
"INF917K01VU9","HSFSDAD-DP"
"INF917K01VU9","HSFSDAD-DR"
"INF917K01VY1","HS01DAD-DP"
"INF917K01VY1","HS01DAD-DR"
"INF917K01WC5","HSLRDAD-DP"
"INF917K01WC5","HSLRDAD-DR"
"INF917K01XP5","LTLEBDD-DP"
"INF955L01955","BO100-DP"
"INF955L01963","BO100-DR"
"INF955L01971","BO101-GR"
"INF955L01AB1","BO104-DP"
"INF955L01AC9","BO104-DR"
"INF955L01AD7","BO105-GR"
"INF955L01AE5","BO106-DP"
"INF955L01AF2","BO106-DR"
"INF955L01AG0","BO107-GR"
"INF955L01AK2","BPLQD1-DR"
"INF955L01AL0","BPLQD2-GR"
"INF955L01AM8","BPLQD5-DR"
"INF955L01AN6","BO116-DP"
"INF955L01BB9","BPSID1-DP"
"INF955L01BC7","BPSID1-DR"
"INF955L01BD5","BPSID2-GR"
"INF955L01FR6","BPCOD2-GR"
"INF955L01FZ9","BPCOD1-DP"
"INF955L01GA0","BPCOD3-DP"
"INF955L01GB8","BPCOD1-DR"
"INF955L01GC6","BPCOD3-DR"
"INF955L01GU8","BPSID3-DP"
"INF955L01GV6","BPSID3-DR"
"INF955L01GZ7","BPUSD1-DR"
"INF955L01HA8","BPUSD2-GR"
"INF955L01HB6","BPUSD5-DR"
"INF955L01HF7","BPDED2-GR"
"INF955L01HG5","BPDED1-DP"
"INF955L01HH3","BPDED1-DR"
"INF955L01HV4","BPOND2-GR"
"INF955L01HW2","BPOND1-DR"
"INF955L01HX0","BPOND5-DR"
"INF955L01ID0","BPBMD2-GR"
"INF955L01IE8","BPBMD1-DR"
"INF955L01IF5","BPBMD5-DR"
"INF955L01IG3","BPBMD3-DP"
"INF955L01IH1","BPBMD3-DR"
"INF955L01IL3","BPESD2-GR"
"INF955L01IM1","BPESD1-DP"
"INF955L01IN9","BPESD1-DR"
"INF955L01JU2","BPLMD2-GR"
"INF955L01JV0","BPLMD1-DP"
"INF955L01JW8","BPLMD1-DR"
"INF955L01KC8","BPBPD2-GR"
"INF955L01KD6","BPBPD3-DP"
"INF955L01KE4","BPBPD3-DR"
"INF955L01KF1","BPBPD1-DP"
"INF955L01KG9","BPBPD1-DR"
"INF955L01KK1","BPBCD2-GR"
"INF955L01KL9","BPBCD1-DP"
"INF955L01KM7","BPBCD1-DR"
"INF959L01676","PLPL60-GR"
"INF959L01692","ESIPDMR-DP"
"INF959L01692","PLPL61-DR"
"INF959L01718","ESIPDQR-DP"
"INF959L01718","PLPL62-DR"
"INF959L01CD5","PLLAGD-GR"
"INF959L01CE3","PLLAPDD-DP"
"INF959L01CH6","PLMCGDG-GR"
"INF959L01CJ2","ESMCPDR-DP"
"INF959L01CJ2","PLMCPDR-DR"
"INF959L01CN4","ESLFUC-GR"
"INF959L01CO2","ESLFCU-GR"
"INF959L01CQ7","ESMCDH-DR"
"INF959L01CQ7","ESMCDHR-DP"
"INF959L01CS3","ESMCDA-DR"
"INF959L01CS3","ESMCDAR-DP"
"INF959L01CX3","ESEHGDG-GR"
"INF959L01CZ8","ESEHPDR-DP"
"INF959L01CZ8","ESEHPDR-DR"
"INF959L01DB7","ESEHDMR-DP"
"INF959L01DB7","ESEHDMR-DR"
"INF959L01DD3","ESEHDQR-DP"
"INF959L01DD3","ESEHDQR-DR"
"INF959L01DF8","ESEHDHR-DP"
"INF959L01DF8","ESEHDHR-DR"
"INF959L01DH4","ESEHDAR-DP"
"INF959L01DH4","ESEHDAR-DR"
"INF959L01DT9","ESMFGD-GR"
"INF959L01DV5","ESMFPD-DR"
"INF959L01DV5","ESMFPDR-DP"
"INF959L01DX1","ESMFDM-DR"
"INF959L01DX1","ESMFDMR-DP"
"INF959L01DZ6","ESMFDQ-DR"
"INF959L01DZ6","ESMFDQR-DP"
"INF959L01EB5","ESMFDH-DR"
"INF959L01EB5","ESMFDHR-DP"
"INF959L01ED1","ESMFDA-DR"
"INF959L01ED1","ESMFDAR-DP"
"INF959L01FP2","ESNIGD-GR"
"INF959L01FR8","ESNNGD-GR"
"INF959L01FT4","ESNBGD-GR"
"INF959L01FV0","ESNUGD-GR"
"INF959L01FX6","ESNMGD-GR"
"INF959L01FZ1","ESNQGD-GR"
"INF959L01GD6","PLMIGD-GR"
"INF959L01GF1","ESLQGD-GR"
"INF959L01GH7","ESLQDM-DR"
"INF959L01GH7","ESLQDMR-DP"
"INF959L01GJ3","ESLQDW-DR"
"INF959L01GJ3","ESLQDWR-DP"
"INF959L01GK1","ESLQPD-DR"
"INF959L01GR6","ESETGD-GR"
"INF959L01GT2","ESETPD-DP"
"INF966L01531","QUBFD1-DP"
"INF966L01549","QUBFD1-DR"
"INF966L01556","QUBFDG-GR"
"INF966L01564","QUGLD1-DP"
"INF966L01572","QUGLD1-DR"
"INF966L01580","QUGLDG-GR"
"INF966L01598","QUGFD1-DP"
"INF966L01606","QUGFD1-DR"
"INF966L01614","QUGFDG-GR"
"INF966L01622","QUHYD1-DP"
"INF966L01630","QUHYD1-DR"
"INF966L01648","QUHYDG-GR"
"INF966L01655","QUHYDB-GR"
"INF966L01663","QUIBD1-DP"
"INF966L01671","QUIBD1-DR"
"INF966L01689","QUIBDG-GR"
"INF966L01705","QUISD1-DP"
"INF966L01713","QUISD1-DR"
"INF966L01721","QUISDG-GR"
"INF966L01770","QULFD1-DR"
"INF966L01788","QULFDW-DP"
"INF966L01796","QULFDM-DP"
"INF966L01804","QULFDW-DR"
"INF966L01812","QULFDM-DR"
"INF966L01820","QULFDG-GR"
"INF966L01838","QULSD1-DP"
"INF966L01846","QULSD1-DR"
"INF966L01853","QULSDG-GR"
"INF966L01861","QUOFD1-DP"
"INF966L01879","QUOFD1-DR"
"INF966L01887","QUOFDG-GR"
"INF966L01895","QUPED1-DP"
"INF966L01903","QUPED1-DR"
"INF966L01911","QUPEDG-GR"
"INF966L01960","QUTPD1-DP"
"INF966L01986","QUTPDG-GR"
"INF966L01AD4","QUEFG1-GR"
"INF966L01AE2","QUEFD1-DP"
"INF966L01AG7","QUEFD1-DR"
"INF966L01AK9","QUQMDG-GR"
"INF966L01AL7","QUQMD1-DP"
"INF966L01AM5","QUQMD1-DR"
"INF966L01AN3","QUVFDG-GR"
"INF966L01AO1","QUVFD1-DP"
"INF966L01AP8","QUVFD1-DR"
"INF966L01AT0","QULCDG-GR"
"INF966L01AU8","QULCD1-DP"
"INF966L01AV6","QULCD1-DR"
"INF966L01AZ7","QUONDG-GR"
"INF966L01BA8","QUOND1-DP"
"INF966L01BB6","QUOND1-DR"
"INF966L01BF7","QUGGDG-GR"
"INF966L01BG5","QUGGD1-DP"
"INF966L01BH3","QUGGD1-DR"
